id,jobad_text
0,"  Elektromaschinenmonteur/in (Formspulwicklungen) in [ANONYM]

Wir suchen eine/n Elektromaschinenmonteur/in (Formspulwicklungen) (m/w)

Die [ANONYM] gilt mit einer über 19-jährigen Erfahrung als der leistungsstarke und kompetente Personaldienstleister im Ruhrgebiet. Hier sind wir als inhabergeführtes Unternehmen für unsere Kunden mit dem Branchenschwerpunkten Industrie und Handwerk partnerschaftlich tätig.

Wir bieten Ihnen?

...einen sicheren, unbefristeten und dauerhaften Arbeitsplatz;
?einen fairen Tarifvertrag;
?übertarifliche Zulagen;
?interessante Schulungs- und Qualifikationsangebote
?Fahrgelder und Auslösen bei überregionalen Einsätzen;
?ein hohes Maß an persönlicher Wertschätzung.

Nutzen Sie uns als Sprungbrett und lernen sie mit uns für Sie interessante und abwechslungsreiche Arbeitgeber kennen.

Im Rahmen der Arbeitnehmerüberlassung suchen wir für unseren Kunden eine/n

Elektromaschinenmonteur/in (Formspulwicklungen)

Ihr Profil:
.

- erfolgreich abgeschlossene einschlägige bzw. vergleichbare Berufsausbildung.

- (zumindest erste) einschlägige Berufserfahrung

Bitte bewerben Sie sich schriftlich (postalisch), per E-Mail oder telefonisch

WIR freuen uns auf SIE!
.

*** Übrigens: Informationen zu unserem Unternehmen finden Sie unter [ANONYM] ***

Beschäftigungsart:
Vollzeit

Beschäftigungsort:
[ANONYM]

Bewerbungsmöglichkeiten:
Firma: [ANONYM]
Ansprechpartner: [ANONYM]

telefonisch: [ANONYM]
[ANONYM]
schriftlich: [ANONYM]

[ANONYM]
03.06.2016
Bitte beziehen Sie sich bei Ihrer Bewerbung auf [ANONYM]!
Bewerben
Merken
Weiterempfehlen
Drucken
2016342"
1,"BÃ¤ckereiverkÃ¤ufer als Quereinsteiger (m/w/d)

[ANONYM] [ANONYM]
Feste Anstellung

Jobbeschreibung

[ANONYM] [ANONYM] [ANONYM] steht fÃ¼r:

A - Attraktiver Arbeitgeber.

R - Respektvoller Umgang.

W - Willensstarke Mitarbeiter.

A - Ausgezeichneter Dienstleistungsservice.

Wir hÃ¶ren unseren Bewerbern wie auch unseren Kunden aktiv zu.

Du teilst uns Deine WÃ¼nsche, Deine beruflichen Wertvorstellungen und Ziele mit.

Dabei unterstÃ¼tzen und beraten wir Dich jederzeit als professioneller Partner und schlagen Dir passende und realistische Stellenangebote vor.

Mit [ANONYM] [ANONYM] findest Du in [ANONYM] einen sicheren Arbeitsplatz mit abwechslungsreichen Aufgaben und attraktivem tariflichen Entgelt.

Unsere Niederlassung in [ANONYM] bietet Dir eine neue Herausforderung in [ANONYM] sowie einen sicheren Arbeitsplatz und eine langjÃ¤hrige Erfahrung in der Personaldienstleistung an.

Im Rahmen der ArbeitnehmerÃ¼berlassung suchen wir aktuell einen BÃ¤ckereiverkÃ¤ufer als Quereinsteiger (m/w/d) in Vollzeit, Teilzeit - Vormittag, Teilzeit - Nachmittag, Teilzeit - Abend.

Berufsfeld: Gewerbe

Was wir Dir anbieten?
.

* Langfristiger Einsatz im Kundenunternehmen.

* Sehr gute Ã?bernahmechancen.

* Ã?bertarifliche Bezahlung

Was macht ein BÃ¤ckereiverkÃ¤ufer als Quereinsteiger (m/w/d)?
.

* Fachkompetente und serviceorientierte Kundenberatung.

* Wareingangskontrolle und WarenprÃ¤sentation.

* Sie sind zustÃ¤ndig fÃ¼r die PrÃ¤sentation eines ansprechenden Warenangebots.

* Sie unterstÃ¼tzen Ihre Kollegen im Filialalltag

Was sind die Voraussetzungen, um bei [ANONYM] in [ANONYM] durchzustarten?

Idealerweise bringst Du diese persÃ¶nlichen StÃ¤rken mit:
.

* KommunikationsfÃ¤higkeit.

* TeamfÃ¤higkeit.

* ZuverlÃ¤ssigkeit

Deine Kenntnisse und FÃ¤higkeiten:
.

* Computerkassen bedienen.

* Kundenberatung, -betreuung.

* Verkauf

Deine Berufserfahrungen als BÃ¤ckereiverkÃ¤ufer als Quereinsteiger (m/w/d), (BÃ¤cker(m/w/d), BÃ¤ckerhilfskraft(m/w/d), Mitarbeiter im BÃ¤ckereihandwerk(m/w/d), BÃ¤ckerhelfer(m/w/d) oder als Verkaufshilfe BÃ¤ckerei(m/w/d)) zeichnen Dich aus?

Dann bewirb Dich jetzt gleich online auf dieses Stellenangebot.

Setze Deinen Berufsweg gemeinsam mit [ANONYM] [ANONYM] fort.

Du hast noch Fragen zu unserem Stellenangebot, oder mÃ¶chtest lieber persÃ¶nlich mit uns sprechen?

Unsere Niederlassung in [ANONYM] erreichst Du unter der [ANONYM] oder per E-Mail [ANONYM]

Als mehrfach ausgezeichnetes Unternehmen wachsen wir von Beginn an unaufhaltsam stark! Du suchst eine passende Stelle in Vollzeit, Teilzeit - Vormittag, Teilzeit - Nachmittag, Teilzeit - Abend und mÃ¶chtest von unseren Benefits profitieren? Dann bist Du bei uns genau richtig! Sende uns einfach Deinen Lebenslauf zu.

Mit Deiner Bewerbung erklÃ¤rst Du Dich mit den Datenschutzrichtlinien der Fa. [ANONYM] einverstanden. (zu finden auf unserer Homepage unter ""Datenschutz"")

Wir freuen uns auf Dich!

Einsatzort

[ANONYM]

Information
.

* [ANONYM] [ANONYM] [ANONYM]

* Berufsfeld: Handwerk | Gewerblich-technische Berufe, Einkauf | Logistik | Materialwirtschaft, Ingenieurberufe | Techniker.

* Auftragstyp: Feste Anstellung

ZURÃ?CK

[ANONYM] [ANONYM]

Firmeninformation:
[ANONYM]
[ANONYM]

Kontaktperson
[ANONYM]
[ANONYM]
JETZT BEWERBEN
Merken
Share"
2,"Technischer Zeichner EPlan (m/w/d) Großraum [ANONYM], Deutschland
Angestellter
Ingenieurwesen / Entwicklung

Talentscouts ist eine junge, dynamische Personalvermittlung. Unser Motto: IDEAL MATCH - Begeisterung für Unternehmen und Kandidaten.

Seit 2017 ist es unsere Mission Ingenieure sowie technische Experten mit den passenden Unternehmen zusammenzubringen. Als Personaldienstleister im Bereich Ingenieurwesen sind wir sowohl für Unternehmen als auch für Kandidaten ein starker Partner. Zu unseren Kunden zählen namhafte mittelständische Unternehmen und internationale Großkonzerne aus den Bereichen Anlagenbau, Maschinenbau und Automotive.

Für einen unserer Kunden, ein Forschungsunternehmen suchen wir einen technischen Zeichner ePlan (m/w/d) im Raum [ANONYM].

Aufgaben
.
.

* Erstellen und Zeichnen von Stromlaufplänen mit ePlan.
.

* Bearbeitung von Bestandsplänen.
.

* Archivierung und Dokumentation von Bestandsplänen.
.

* Prüfung und Übernahme von Neuplänen

Qualifikation
.
.

* Eine abgeschlossene Ausbildung zum Technischen Zeichner (m/w/d) oder Produktdesigner (m/w/d) der Elektrotechnik.
.

* Mehrjährige Erfahrung in einer ähnlichen Rolle als Technischer Zeichner.
.

* Sicherer Umgang mit ePlan P8 und/oder AutoCAD.
.

* Kommunikationsfähigkeit und Teamorientierung

Benefits
.
.

* Entwicklungsmöglichkeiten in einem dynamischen Umfeld.
.

* Flexible Arbeitszeiten mit Gleitzeitkonto.
.

* Überstundenabbau in Form von Zeitausgleich/Auszahlung.
.

* Attraktive Vergütung und Sozialleistungen.
.

* Zuschuss zu Vermögenswirksamen Leistungen.
.

* Betriebliche Altersvorsorge.
.

* 30 Tage Urlaub.
.

* Zügige Einarbeitung in die Position

Wenn diese Stelle zu Ihnen passt und für Sie interessant klingt, freuen wir uns auf Ihre Bewerbung an:

[ANONYM]

Recruiter

[ANONYM]

T: [ANONYM]
Aktualisiert: vor 4 Stunden
Job ID [ANONYM]"
3,"[ANONYM]

[ANONYM]

Meister/ Techniker/ Ingenieure/ Technische Systemplaner als Technische Fachkraft in der Trassierungsplanung (m/w/d)
.
.

* Einer der ersten Bewerber sein.
.

* [ANONYM].
.

* Feste Anstellung.
.

* Vollzeit.
.

*

Schnelle Bewerbung
Meister/ Techniker/ Ingenieure/ Technische Systemplaner als Technische Fachkraft in der Trassierungsplanung (m/w/d)[ANONYM]-04-06T10:33:37Z

Einleitung

Zum nächstmöglichen Zeitpunkt suchen wir:

Meister/ Techniker/ Ingenieure/ Technische Systemplaner als Technische Fachkraft in der Trassierungsplanung (m/w/d)

Technisch top ausgerüstet mit modernem Equipment planen und betreuen Sie Projekte im Großraum [ANONYM].

Ihre Aufgaben

Verantwortung für die Planung und Berechnung von Leitungssystemen

Erstellung von Zeichnungen mit CAD-Programmen unter Einhaltung der Zeichnungsrichtlinie für Fernwärmeverteilungsanlagen

Übergabe der Zeichnungen in digitaler Form als .pdf, .dwg, .dxf oder .dgn

Abstimmung mit allen Projektbeteiligten und Verantwortlichen der Trassenplanung

Teilnahme an Planprüfbesprechungen und Besprechungen mit Behörden, Architekten und Eigentümern

Dokumentation und Darstellung der Planungsergebnisse

Nach Ihrer Einarbeitung werden Sie perspektivisch Ihr Aufgabenfeld erweitern Kostenermittlung und Feinplanung der Projekte

Erstellen von Planungsvarianten

Durchführen der Genehmigungsplanung und Einholung der notwendigen Genehmigungen für das Bauvorhaben

Erstellen von Leistungsverzeichnissen

Bauaufsichtsführung

Gemeinsam mit unseren Auftraggebern führen wir Sie an die Gesamtaufgabe der Trassierungsplanung heran und investieren in unser aller Zukunft. Sie repräsentieren bei Ihrer Arbeit die HanseGM und unsere Kunden.

Ihr Profil

Abgeschlossene Ausbildung als Bauzeichner oder Technischen Systemplaner mit mehrjähriger Berufserfahrung oder gern ein abgeschlossenes Studium im Bereich Versorgungstechnik, Bauwesen, Vermessung oder ähnliche Qualifikation wie z.B. Qualifikation zum Techniker/Meister

Idealerweise erste Erfahrungen/ Technisches Grundwissen in der Trassierungsplanung im Bereich Gas-, Strom- und Fernwärmeleitungen

Sicherer Umgang mit CAD-Programmen und den gängigen MS-Office-Anwendungen

Sehr gute Deutschkenntnisse in Wort und Schrift

Verantwortungsbewusste Arbeitsweise und Teamfähigkeit sowie eVerantwortungsbewusste Arbeitsweiseute kommunikative Fähigkeiten

Hohes Maß an Zuverlässigkeit, Engagement und Leistungsbereitschaft sowie eine sorgfältige Arbeitsweise

Führerschein der Klasse B/3

Wir bieten

Eine abwechslungsreiche, herausfordernde und verantwortungsvolle Tätigkeit in einem wachsenden Unternehmen

Unbefristeter und krisensicherer Arbeitsplatz

Firmenübergreifende Einarbeitung in einem engagierten Team

Modernes Arbeitsumfeld und Flache Organisationsstrukturen

Vereinbarkeit von FreizeitFlache Organisationsstrukturenf

Attraktive Bezahlung nach ver.di Tarifvertrag

Möglichkeit der kontinuierlichen Fort- und Weiterbildung

Die Sicherheit eines Tochterunternehmens der Stromnetz [ANONYM], Gasnetz [ANONYM] und [ANONYM] [ANONYM]

Weitere Informationen

[ANONYM]. 128
22083 [ANONYM]

Standort

Karte anzeigen


[ANONYM], Deutschland

Pendelzeit

Von:
Nach:
Mit:.
.

- - : - -"
4,"  Microsoft Professional, skype for business, Sharepoint w/m

IT-Berater / IT-Beraterin in Vollzeit, [ANONYM]

Als

Microsoft Professional, skype for business, Sharepoint w/m

helfen Sie uns, den Betrieb der komplexen IT-Umgebungen unserer Kunden aufrecht zu erhalten.

Was sind Ihre Aufgaben?.

* Beratung zu Umsetzungsmöglichkeiten im Standard der Collaboration Plattform.

* Unterstützung bei Anforderungserhebung.

* Erstellen von Lösungskonzepten.

* Analyse und Anpassung bestehender IT-Lösungen.

* Unterstützung bei Teststellungen für komplexe Umgebungen, Dokumentation und Qualitätsmanagement.

* Konfigurationsunterstützung.

* Analyse und Behebung schwerwiegender Störungen.

* Unterstützung der Produktverantwortlichen

Was wir uns von Ihnen wünschen?

Ihre Ausbildung:.

* Abgeschlossenes Studium der Informatik / Wirtschaftsinformatik oder vergleichbare IT-Kenntnisse im IT-Dienstleistungssektor.

* Mehrjährige Berufserfahrung

Basiskenntnisse:.

* Backup/Recovery Strategien für Microsoft Produkte.

* Group-Policy, AD-Berechtigungen, Login-Skripte.

* Microsoft Windows Server 2008 und höher.

* Microsoft SQL Server 2012 und höher.

* Netzwerkkenntnisse (TCP/IP, NTLM, Kerberos).

* Auszeichnungssprachen (XML).

* Internet Information Server (IIS).

* Microsoft Internet Explorer.

* Betriebsprozesse ITILv27V§

Gute Kenntnisse:.

* Aufsetzprodukte Microsoft (SCOM, TFS).

* Microsoft PowerShell.

* Unterweisung / Know-how-Transfer

Sehr gute Kenntnisse:.

* Microsoft Skype for Business / Office / Exchange / Sharepoint Server
+ Spezialwissen in einem der genannten Produkte.

* Problemanalyse.

* Anforderungsmanagement.

* Mündliche und schriftliche Kommunikationsfähigkeiten

Was Sie erwarten können:

Fragen Sie nach unseren projekt- und leistungsbezogenen Gehaltsbestandteilen bis hin zum Firmenwagen.

Klicken Sie nun auf ""Jetzt bewerben"" und in 30 Sekunden ist Ihre PDF-Bewerbung bei uns. Wir melden uns sofort bei Ihnen. Bitte geben Sie dabei den Job-Code [ANONYM] an."
5,"Jobangebot

Technischer Zeichner R & I Anlagenbau (m/w/d)

[ANONYM]
Startseite / Anlagenbau / Basic Engineering / Technischer Zeichner R & I Anlagenbau (m/w/d)

Job-Kennziffer: [ANONYM]

Ansprechpartner: [ANONYM]

Tel.: [ANONYM]

Ihr Einsatzort: [ANONYM], Deutschland

Karrierelevel

Absolvent / Berufseinsteiger, Professional

Einsatzbereich

Anlagenbau / Basic Engineering

Standort

[ANONYM]

Arbeitsverhältnis

Unbefristet / Vollzeit

Bewerbungsfrist

Ihr Know-how ist immer willkommen

Beschreibung

Sie suchen ein vielfältiges, innovatives sowie herausforderndes Arbeitsumfeld? Dann bieten sich Ihnen bei [ANONYM] viele Möglichkeiten. Berufliche und persönliche Entwicklung werden in unserem Unternehmen groß geschrieben.

Ihre Aufgaben:
.
.

* Sie sind verantwortlich für die Anfertigung von Rohrleitungs- und Instrumentenfließbildern, Isometrien und Aufstellungsplänen für chemische, petrochemische und pharmazeutische Anlagen.
.

* Erstellung von 3D Konstruktion und Detailzeichnungen.
.

* Erstellung von Stücklisten und Dokumentationen von Rohrleitungsspezifikationslisten.
.

* Verantwortung für Datenverwaltung und technische Dokumentation

Ihr Profil:
.
.

* Sie haben Ihre Ausbildung zum Technischen Zeichner erfolgreich abgeschlossen.
.

* Sie konnten bereits erste Erfahrungen im oben genannten Bereich sammeln.
.

* Sichere Anwenderkenntnisse im Umgang mit AutoCAD Plant 3D, AutoCAD P&ID vorzugsweise E-Plan P8, sowie Projekterfahrung im chemischen Anlagenbau.
.

* Selbstständige und strukturierte Arbeitsweise, Engagement, Arbeiten im Team.
.

* Englischkenntnisse in Wort und Schrift

Wir bieten:
.
.

* Ihre persönliche Entwicklung ist uns wichtig. Kontinuierliche Entwicklungs- und Fördergespräche sind unser Versprechen an Sie.
.

* Wir betreuen und unterstützen unsere Mitarbeiter stets durch einen persönlichen Ansprechpartner aus unserem Personal- Team.
.

* Wir bieten spannende und herausfordernde Projekte aus der ganzen Welt des Engineerings und der IT - in den größten Industriezweigen Deutschlands.
.

* [ANONYM] ist Tarifpartner des BAP. Wir stehen für eine faire, transparente und übertarifliche Entlohnung und bieten unseren Mitarbeitern Sicherheit und Perspektive durch unsere unbefristeten Arbeitsverträge.
.

* mit unserer Unternehmenskultur, die auf Ehrlichkeit, Transparenz, persönlicher Betreuung sowie Verbindlichkeit passiert, garantieren wir Zusammenarbeit auf Augenhöhe - von Anfang an

Wir sind?

?als Inhabergeführtes Familienunternehmen bekannt für erstklassige Ingenieurs- und IT-Dienstleistungen. Unser Name drückt das aus worauf es in allen technischen Branchen und Aufgaben ankommt: Die passenden Experten in den Fachbereichen Maschinen- und Anlagenbau, Automobilindustrie, Elektrotechnik, Luft- und Raumfahrt sowie IT zusammenzubringen, um die Ziele unserer Kandidaten, Mitarbeitern und Kunden zu verwirklichen.

Mit über 10-jähriger Expertise im Engineering und IT kennen wir Ihre Branche und wissen was zufriedene und motivierte Mitarbeiter wollen.

Bewerben Sie sich doch direkt bei uns über unser Bewerbungsformular in unserem Stellenportal.

Gerne steht Ihnen unser Recruiting-Team für Rückfragen bezüglich der Stelle oder allgemeine Fragen zum Bewerbungsprozess zur Verfügung. Sie erreichen uns telefonisch unter: [ANONYM]

Wir freuen uns auf Sie!

Bewerbungsformular
.
.

* Anrede.
.

* Vorname.
.

* Nachname.
.

* E-Mail.
.

* Telefon
Straße
PLZ
Wohnort
Dokument auswählen
Limit von 5 MB pro Datei
Datenschutz
Ich habe die Datenschutzerklärung zur Kenntnis genommen und willige ein, dass meine Daten zum Zweck der Bewertung übermittelt werden.
geschützt durch reCAPTCHA
Datenschutzerklärung - Nutzungsbedingungen

Stellenangebote
+

Projektingenieur Versorgungstechnik TGA (m/w/d)
Möchten Sie die nächste Stufe in Ihrer Karriere erreichen? Bei matchING haben Sie die Möglichkeit sich bei namhaften Kunden kontinuierlich weiterzuentwickeln - und das branchenübergreifend. Machen Sie noch heute den entscheidenden ...
+

Projektingenieur Versorgungstechnik TGA (m/w/d)
Möchten Sie die nächste Stufe in Ihrer Karriere erreichen? Bei [ANONYM] haben Sie die Möglichkeit sich bei namhaften Kunden kontinuierlich weiterzuentwickeln - und das branchenübergreifend. Machen Sie noch heute den entscheidenden ...
+

Projektingenieur Versorgungstechnik TGA (m/w/d)
Möchten Sie die nächste Stufe in Ihrer Karriere erreichen? Bei [ANONYM] haben Sie die Möglichkeit sich bei namhaften Kunden kontinuierlich weiterzuentwickeln - und das branchenübergreifend. Machen Sie noch heute den entscheidenden ...
+

Bauingenieur (m/w/d)
Sie suchen ein vielfältiges, innovatives sowie herausforderndes Arbeitsumfeld? Dann bieten sich Ihnen bei [ANONYM] viele Möglichkeiten. Berufliche und persönliche Entwicklung werden in unserem Unternehmen groß geschrieben.
+

Bauingenieur (m/w/d)
Sie suchen ein vielfältiges, innovatives sowie herausforderndes Arbeitsumfeld? Dann bieten sich Ihnen bei [ANONYM] viele Möglichkeiten. Berufliche und persönliche Entwicklung werden in unserem Unternehmen groß geschrieben.
+

Bauingenieur (m/w/d)
Sie suchen ein vielfältiges, innovatives sowie herausforderndes Arbeitsumfeld? Dann bieten sich Ihnen bei [ANONYM] viele Möglichkeiten. Berufliche und persönliche Entwicklung werden in unserem Unternehmen groß geschrieben.
Job-Kennziffer:
[ANONYM]
Ihr Ansprechpartner:
[ANONYM]
Tel.: [ANONYM]
Ihr Einsatzort:
[ANONYM], Deutschland
TEILEN NEWSLETTER
+
+
+
+
+ KONTAKT
+ AGB
+ IMPRESSUM
+ DATENSCHUTZ
Noch keine Konto?
Sign Up Now
Name
Email
Passwort
Confirm Password
All search results
Gewohnte Qualität auch beim Website-Datenschutz. Wir, die [ANONYM], möchten Ihnen die bestmögliche Nutzung unserer Webseite ermöglichen sowie unsere Webseite fortlaufend verbessern. Auch können wir Ihnen damit nutzungsbasierte Inhalte und Werbung anzeigen und arbeiten dafür mit ausgewählten Partnern (u. a. Google, Salesforce,?) zusammen. Durch diese Partner erhalten Sie auch Werbung auf anderen Webseiten. Sie können Ihre freiwillige Zustimmung jederzeit widerrufen. Weitere Informationen finden Sie in unseren Datenschutz-Hinweisen.OKDatenschutzerklärung"
6,"  Stellenangebot - Produktionshelfer m/w [ANONYM] (Helfer/in - Maschinenbau, Betriebstechnik)

Überblick über das Stellenangebot

Referenznummer

[ANONYM]
Titel des Stellenangebots

Produktionshelfer m/w MM 030 (Helfer/in - Maschinenbau, Betriebstechnik)
Alternativberufe
Helfer/in - Metallbearbeitung
Montierer/in
Stellenangebotsart

Arbeitsplatz (sozialversicherungspflichtig)

Arbeitgeber
[ANONYM]

Branche: Befristete Überlassung von Arbeitskräften, Betriebsgröße: zwischen 51 und 500
Stellenbeschreibung

Wir suchen für unsere Kunden im Raum Langenzenn zuverlässige, 3 -schichtbereite Mitarbeiter für die Metallverarbeitung.
Sie werden eingesetzt entweder im Maschinenbereich als Bediener oder im Montierbereich.
Wichtig sind dabei:
ein gutes Sehvermögen sowie eine schnelle Fingerfertigkeit.
Ein eigener PKW zum Erreichen des Arbeitsplatzes sind vorteilhaft.
Führungsverantwortung

Keine Führungsverantwortung
Arbeitsorte

[ANONYM], Deutschland
In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
Routenplaner Karte zum Stellenangebot
Beginn der Tätigkeit

Sofort
Anzahl offener Stellen

3 von ursprünglich 3 gemeldeten Stellen
Vormerken

Konditionen des Stellenangebots

Arbeitszeit

Vollzeit, Schicht
40 Wochenstunden
Vergütung und Zusatzleistungen

ab EG II je nach Qualifikation zzgl BZ
Bei der Besetzung des Stellenangebotes findet ein Tarifvertrag Anwendung.
Tarifvertrag: BAP/ BZA
Befristung

Unbefristetes Arbeitsverhältnis

Anforderungen an den Bewerber

Persönliche Stärken
Belastbarkeit, Sorgfalt/Genauigkeit, Zuverlässigkeit
Reise-/ Montagebereitschaft

Nicht erforderlich

Kontaktdaten

Rückfragen und Bewerbungen an

[ANONYM]
Frau [ANONYM]. [ANONYM]
[ANONYM]
Deutschland
Telekommunikation

Telefonnummer: [ANONYM]
Faxnummer: [ANONYM]
E-Mail
[ANONYM]
Gewünschte Bewerbungsarten

Über JOBBÖRSE, per E-Mail, mit firmeneigenen Unterlagen, schriftlich, telefonisch, persönlich, über Internet
Internetadresse
Weitere Informationen zum Stellenangebot im Internet
Bewerbungszeitraum

Seit 18.07.2016
Angaben zur Bewerbung

Bitte senden, faxen oder mailen Sie uns Ihren Lebenslauf gerne mit Zeugnissen zu.
Bitte keine Bewerbungsmappen verwenden, da wir Ihnen diese nicht zurückschicken können.
Nachricht an Arbeitgeber Bewerben

Legende

Kartenausschnitt vergrößern

Kartenausschnitt verkleinern

Externer Link"
7,"

Referenznummer

[ANONYM]
Titel des Stellenangebots

Estrichlegehelfer/in (Helfer/in - Ausbau)
Alternativberufe
Helfer/in - Bodenverlegung
Stellenangebotsart

Arbeitsplatz (sozialversicherungspflichtig)

Arbeitgeber
[ANONYM]

Branche: Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei, Betriebsgröße: zwischen 6 und 50
Stellenbeschreibung

Zur Verstärkung unseres Teams suchen wir zum nächstmöglichen Zeitpunkt
eine/n Estrichlegehelfer/in
in Vollzeit.
Aufgaben:.

* Maschinenmischungen.

* Dämmungsverlegung
Anforderungen:.

* körperliche Belastbarkeit wird vorausgesetzt.

* Motivation wird erwartet.

* Erfahrung mit Estricharbeiten ist erwünscht.
Ist Ihr Interesse geweckt? Dann bewerben Sie sich bitte telefonisch oder per E-Mail bei Herrn [ANONYM].
Arbeitsorte

[ANONYM], [ANONYM], [ANONYM], Deutschland
In der nachfolgenden Kartenansicht sind die Ausübungsorte des Stellenangebots in einer interaktiven Deutschlandkarte eingezeichnet. Die gleichen Informationen finden Sie auch in textueller Form auf dieser Seite.
Routenplaner Karte zum Stellenangebot
Beginn der Tätigkeit

Ab 01.03.2016
Anzahl offener Stellen

1 von ursprünglich 1 gemeldeten Stelle
Vormerken

Konditionen des Stellenangebots

Arbeitszeit

Vollzeit
Vergütung und Zusatzleistungen

Tarif
Bei der Besetzung des Stellenangebotes findet ein Tarifvertrag Anwendung.
Tarifvertrag: [ANONYM]. Baugewerbe
Befristung

Unbefristetes Arbeitsverhältnis

Anforderungen an den Bewerber

Bau, Architektur

Erweiterte Kenntnisse
Erweiterte Kenntnisse
Estrichlegen, Wärme- und Kältedämmungen herstellen

Waren- und Produktkenntnisse

Grundkenntnisse
Grundkenntnisse
Fließestriche (schwimmende Estriche), Zementestrich

Persönliche Stärken
Belastbarkeit, Motivation/ Leistungsbereitschaft, Zuverlässigkeit
Reise-/ Montagebereitschaft

Nicht erforderlich

Kontaktdaten

Rückfragen und Bewerbungen an

[ANONYM] [ANONYM]
Herr [ANONYM]
[ANONYM]
[ANONYM]
Deutschland
Telekommunikation

Telefonnummer: [ANONYM]
E-Mail
[ANONYM] Externer Link
Gewünschte Bewerbungsarten

Per E-Mail, telefonisch
Angaben zur Bewerbung

Kurzbewerbung oder telefonische Kontaktaufnahme
Nachricht an Arbeitgeber Bewerben

Legende

Kartenausschnitt vergrößern
Kartenausschnitt vergrößern

Kartenausschnitt verkleinern
Kartenausschnitt verkleinern

Externer Link
Externer Link

Vorheriges Stellenangebot
Zurück zur Ergebnisliste
Nächstes Stellenangebot

Informationen

Quelle des Stellenangebots
[ANONYM]

Letzte Änderung
25.02.2016 11:51"
8,"Industriemechaniker (m/w/d) Dreherei
.

* [ANONYM].

* Veröffentlicht vor 22 Stunden

[ANONYM]

Sie sind Industrie- oder Zerspanungsmechaniker (m/w/d), haben Erfahrung mit CNC-gesteuerten Drehmaschinen und haben Lust auf einen neuen Job?Dann sind Sie bei uns genau richtig!Für unseren Kunden, einem traditionsreichen Produktionsunternehmen in der Präzisionsmechanik, suchen wir ab sofort Industriemechaniker (m/w/d) am Standort [ANONYM].Die Position soll zunächst im Rahmen der Arbeitnehmerüberlassung besetzt werden. Eine Übernahme wird angestrebt.

Ihre Vorteile bei [ANONYM]:
.

- Ein unbefristeter Arbeitsvertrag.

- Attraktive Bezahlung nach iGZ-Tarif zzgl. Zuschlägen.

- Jahressonderzahlungen wie Urlaubs- und Weihnachtsgeld.

- Langfristige Einsatzmöglichkeit mit Übernahme-Option.

- Mitarbeiterrabatte (z.B. bei Apple, Sky, Adidas u.v.m).

- Mitarbeiter-werben-Mitarbeiter-Prämien.

- Wir statten Sie mit hochwertiger Arbeitskleidung aus
Wir setzen uns für die Beschäftigung von schwerbehinderten Menschen ein. Daher werden Schwerbehinderte und Gleichgestellte bei gleicher Eignung bevorzugt berücksichtigt.

Das gibt es zu tun:
.

- Selbstständiges Rüsten der CNC-gesteuerten Drehmaschinen nach Auftragspapieren.

- Durchführung der Werkzeugwechsel.

- Prozesssichere Einstellung und Optimierung der Bearbeitungsabläufe.

- Überwachung der Maschinenabläufe und ggf. Korrektur.

- Festlegung der Auftragsreihenfolge.

- Qualitätssicherung, Fehleranalyse und Dokumentation.

- Überwachung der Wartungsintervalle.

- Instandsetzungsmaßnahmen ausführen

Das bringen Sie mit:
.

- Eine abgeschlossene Berufsausbildung zum Industrie- oder Zerspanungsmechaniker (m/w/d).

- Berufserfahrung im beschriebenen Aufgabengebiet.

- Idealerweise haben Sie bereits Erfahrung im Umgang mit Drehmaschinen mit Haupt- und Gegenspindel.

- Kenntnisse mit Siemens-Steuerungen.

- Sicherer Umgang mit Prüf- und Messmitteln.

- Strukturierte und zuverlässige Arbeitsweise.

- Hohes Qualitätsbewusstsein.

- Bereitschaft, im Schichtsystem zu arbeiten

Haben wir Ihr Interesse geweckt?
Dann sollten wir uns kennenlernen - wir freuen uns auf Ihre Bewerbung!Ihr Profil passt nicht genau zu den Anforderungen oder dem Arbeitsort? Kein Problem! Wir unterstützen Sie gerne auf der Suche nach einer passenden Stelle für Sie!

Um sich für diesen Job zu bewerben, sende deine Unterlagen per E-Mail an [ANONYM]
__________________________________________________

Sie können sich auch online über folgenden Button bewerben:"
